정류소명, 코드, 단축코드
월곡동두산아파트,107000192,8288
생명의전화,107000193,8289
생명의전화,107000194,8290
장곡초교,107000197,8293
장곡초교,107000198,8294
보문역,107000199,8295
보문역,107000200,8296
안암동주민센터,107000201,8297
안암동주민센터,107000202,8298
고려대이공대.고대병원,107000203,8299
고려대이공대.고대병원,107000204,8300
안암역,107000205,8301
안암전철역,107000206,8302
안암오거리,107000207,8303
개운사입구,107000208,8304
돈암시장입구,107000209,8305
돈암시장입구,107000210,8306
성북구청,107000211,8307
성북구청,107000212,8308
보문2교,107000213,8309
보문2교,107000214,8310
성신여대후문,107000215,8311
성신여대후문,107000216,8312
용문중고교,107000217,8313
안암초교,107000219,8315
안암초교,107000220,8316
돈암초교입구,107000222,8318
정릉3동주민센터앞,107000224,8320
정릉3동주민센터앞,107000225,8321
삼덕단지.성북구최만린미술관,107000226,8322
삼덕단지.성북구최만린미술관,107000227,8323
솔샘사거리,107000228,8324
솔샘사거리,107000229,8325
보문역,107000230,8326
성북우체국현대백화점,107000231,8327
정릉동풍림아파트,107000232,8328
현대백화점,107000233,8329
돈암동일신건영휴먼빌아파트,107000234,8330
석계역,107000235,8332
석계역,107000236,8333
월곡2SH빌아파트,107000237,8334
석관고등학교후문,107000238,8335
길음역,107000239,8336
청소년문화의집.정릉e편한세상,107000240,8338
상진운수종점,107000243,8341
상진운수종점,107000244,8342
대진여객차고지,107000246,8344
정릉북한산국립공원입구,107000249,8347
성북생태체험관,107000251,8349
정릉초교,107000252,8350
월곡중학교,107000255,8353
508단지삼거리,107000257,8355
508단지입구,107000258,8356
산장빌라,107000259,8357
산장빌라,107000260,8358
교수단지,107000262,8360
우방아파트,107000263,8361
일신건영아파트.꿈에그린아파트,107000266,8364
돈암힐스테이트.코오롱하늘채,107000267,8365
돈암동일신건영휴먼빌아파트,107000268,8366
구민회관입구,107000269,8367
508단지입구,107000270,8368
스카이힐스,107000271,8369
508단지삼거리,107000272,8370
대일외고서경대정문,107000273,8371
서경대본관,107000274,8372
서경대본관,107000275,8373
길음뉴타운8단지,107000280,8381
길음뉴타운8단지,107000281,8380
서경로꿈마루도서관앞,107000282,8382
국민커뮤니티센터,107000290,8390
정릉연립,107000291,8391
국민대후문,107000292,8392
국민대후문,107000293,8393
고려대사범대학부속고등학교.후문,107000294,8394
고려대사범대학부속고등학교.후문,107000295,8395
월곡래미안루나밸리,107000296,8396
서경대정문.대일외고,107000444,8800
북서울꿈의숲,107000495,8866
신종월교,107000496,8240
길음뉴타운10단지.라온유아파트,107000497,8400
월곡동신아파트,107000500,8403
숭곡초교후문,107000501,8401
월곡아남아파트,107000502,8402
창문여고,107000504,8241
돌곶이역8번출구,107000505,8404
성북참노인전문병원,107000506,8359
풍림아파트삼거리,107000508,8348
한성대입구역,107000509,8405
용문중고교,107000510,8314
서울다원학교.한용운활동터,107000514,8238
일신건영아파트.꿈에그린아파트,107000515,8363
장위동입구,107000516,8406
북한산보국문역2번출구,107000518,8408
북한산보국문역1번출구,107000519,8409
돈암힐스테이트.코오롱하늘채,107000520,8218
장위래미안아파트,107000521,8242
장위래미안아파트,107000522,8239
골드하우스,107000523,8352
파크빌라앞,107000524,8351
일신초교.래미안라센트아파트,107000525,8410
서울사대부설중학교,107000526,8411
서울사대부설고등학교,107000527,8412
남대문중학교,107000528,8243
남대문중학교,107000529,8244
고려아파트,107900001,8449
KEB하나은행.오렌지마트,107900002,8470
삼선초교,107900003,8473
한양슈퍼앞,107900004,8474
대우APT211동,107900005,8469
구민회관201동앞,107900006,8475
돈암지구대.현대아파트,107900007,8477
선경아파트,107900008,8478
세븐마트,107900009,8479
죽림정사,107900010,8480
나약국,107900012,8482
동아아파트,107900013,8483
월곡인조잔디구장,107900014,8484
대우APT정문.대림APT후문,107900015,8485
성신여대정문앞,107900016,8489
(구)법화사,107900017,8491
이수아파트.한신휴아파트입구,107900018,8492
극동아파트정문,107900019,8493
고려대법과대학.한국어교육관입구,107900020,8494
래미안세레니티,107900021,8495
월곡1동밤골경로당,107900023,8499
정수초교,107900024,8503
홈마트,107900025,8504
극동아파트후문,107900026,8506
고려대안암학사,107900027,8507
통일교회,107900028,8508
장위1동치안센터,107900030,8510
소망슈퍼,107900031,8511
월곡청소년센터,107900032,8468
초림빌라,107900033,8512
대림상가앞,107900034,8513
현대아파트앞,107900035,8514
산장아파트,107900036,8516
그린빌라,107900037,8517
삼선시장앞,107900038,8519
종암아이파크2차정문,107900039,8521
고려대아이스링크,107900040,8522
그린마트,107900041,8523
장위천주교앞,107900043,8526
동덕여대후문,107900044,8527
대림APT정문,107900045,8528
래미안821동앞,107900046,8529
정수빌라,107900047,8532
슈퍼앞,107900048,8467
한성대전철역입구,107900049,8534
정덕초교입구.이수아파트,107900050,8537
현대홈마트,107900051,8538
성북구의회,107900052,8539
종암아이파크2차후문,107900053,8540
장위시장,107900055,8542
두산아파트후문,107900056,8543
그린빌라,107900057,8548
돈암지구대.현대아파트,107900058,8552
개운중학교,107900060,8554
성북노인정입구,107900061,8555
어해랑앞,107900063,8557
자산약국.월곡전철역입구.6호선,107900064,8558
동부아파트.샘물교회앞,107900065,8559
수녀원,107900066,8562
정수초교,107900067,8563
고려대이공대,107900068,8564
삼선교.한성대입구역,107900069,8566
한신103동앞,107900070,8567
돈암신일해피트리아파트,107900071,8569
통일교회,107900072,8570
풍림아파트.성신초교,107900073,8571
한미약국,107900074,8572
세광빌라,107900076,8574
고려슈퍼,107900077,8466
래미안길음센터피스120동앞,107900079,8576
고대병원,107900080,8581
풍림106동,107900081,8584
성북노인정입구,107900082,8585
장위3동주민센터,107900083,8586
관문약국,107900084,8587
영훈중고후문.길음래미안센터피스,107900086,8589
길음시장앞,107900087,8590
구.정릉3동주민센터,107900088,8592
안암역,107900089,8594
지하철4호선한성대역,107900090,8596
참누리아파트,107900091,8597
고명중고교,107900093,8598
삼선동주민센터,107900095,8997
장위119안전센터,107900097,8600
우리랜드사우나,107900098,8602
미아사거리전철역,107900100,8657
길음시장입구,107900101,8662
정든마을,107900102,8714
고대사거리,107900103,8716
종암교통정보센터,107900104,8465
한진207동앞,107900105,8987
한진202동앞,107900106,8988
삼선교역2번출구,107900107,8718
삼선교제1시장,107900108,8721
한진204동앞,107900109,8989
개운초등학교,107900110,8722
한신105동앞,107900111,8984
석관동주민센터,107900112,8983
브라운스톤,107900113,8727
양광교회.죽림정사앞,107900114,8982
그린마트,107900115,8728
래미안세레니티,107900116,8981
꿈의숲대명루첸아파트,107900117,8980
래미안610동앞,107900118,8731
성북세무서앞,107900119,8979
수보약국,107900120,8733
종암로한진택배,107900121,8977
고려대법과대학.한국어교육관입구,107900122,8976
종암중학교,107900123,8975
고려대안암학사,107900124,8973
쌍다리,107900125,8734
선경아파트,107900126,8972
녹십자약국,107900127,8744
삼선교제2시장,107900128,8745
종암래미안,107900129,8748
힐스테이트,107900130,8749
현대백화점,107900131,8750
래미안609동앞,107900132,8751
오렌지마트,107900133,8757
정릉시장입구,107900134,8758
용광교회,107900135,8759
삼영탕앞,107900136,8760
성북세무서앞,107900137,8765
종암아이파크1차후문,107900138,8766
우성APT정문,107900139,8767
현대자동차길음지점,107900141,8769
래미안501동앞,107900142,8770
종암중학교,107900143,8464
양씨가게앞,107900144,8771
성북세무서앞,107900145,8772
본교회앞,107900146,8773
성북소방서,107900147,8775
장위119안전센터,107900148,8780
길음전철역,107900149,8783
길음1동주민센터.길음중앙새마을금고앞,107900150,8786
슈퍼앞,107900151,8788
한성대삼거리,107900152,8789
고려삼계탕,107900153,8790
종암아이파크1차정문,107900154,8791
돈암힐스테이트.코오롱하늘채,107900155,8795
고려슈퍼,107900156,8796
장위3동주민센터,107900157,8797
새생명교회,107900158,8500
새생명교회,107900159,8798
노인정,107900160,8801
하트마트편의점,107900161,8971
(구)법화사,107900162,8807
고려대아이스링크,107900163,8970
극동아파트정문,107900164,8969
범양APT입구,107900165,8808
장위1동노인정,107900166,8966
성북구의회,107900167,8965
극동아파트후문,107900168,8964
동구마케팅고후문,107900169,8962
대우APT정문.대림APT후문앞,107900171,8819
삼선초교,107900172,8961
태광빌라,107900173,8960
팔각정,107900174,8823
개운중학교,107900175,8959
종암아이파크2차정문,107900176,8958
한양슈퍼앞,107900177,8828
한신113동앞,107900178,8957
삼선노인정,107900179,8956
길음역,107900180,8830
우리랜드사우나,107900181,8834
대우APT211동앞,107900182,8835
누구나교회,107900183,8953
풍림아파트.성신초교,107900184,8952
용광교회,107900185,8836
현대홈마트,107900186,8951
구민회관201동앞,107900187,8950
국민은행동소문동점,107900188,8838
경동고앞,107900189,8949
힐스테이트입구,107900190,8854
관문약국,107900191,8868
월곡중학교,107900193,8946
쌍다리,107900194,8872
삼선교,107900195,8873
풍림아파트,107900196,8945
현대백화점별관주차장,107900197,8874
낙산삼거리,107900199,8943
세광빌라,107900201,8876
꿈의숲코오롱하늘채아파트,107900203,8883
어해랑앞,107900204,8884
고대병원,107900206,8886
한신301동앞,107900207,8942
한신103동앞,107900208,8888
경동고입구,107900209,8941
성북소방서,107900210,8889
장위시장,107900213,8892
월곡초교,107900214,8938
생명의전화로터리,107900215,8893
정릉시장입구.정릉약국,107900216,8894
고명중고교,107900217,8936
창신쌍용2단지.한성대후문,107900218,8935
종암아이파크1차후문,107900219,8897
돈암시장,107900220,8934
월곡중학교입구,107900221,8931
브라운스톤,107900223,8928
자산약국.월곡전철역입구.6호선,107900224,8900
명신초.삼선푸르지오.힐스테이트,107900225,8927
수보약국,107900226,8901
동아아파트정문앞,107900227,8924
빙그레슈퍼,107900228,8923
슈퍼앞,107900229,8922
종암래미안,107900230,8904
쌍용APT,107900231,8921
죽림정사앞,107900232,8920
대동슈퍼,107900233,8917
장위천주교앞,107900234,8908
월곡로데오거리,107900235,8916
소망슈퍼,107900236,8915
나약국,107900237,8914
우성APT정문,107900238,8913
월곡시장.동덕여대오거리,107900239,8909
개운초등학교,107900240,8912
정든마을,107900241,8910
월곡초등학교후문,107900242,8947
수녀원입구,107900243,8925
낙산삼거리,107900244,8462
돈암2동주민센터,107900245,8463
한신113동앞,107900246,8460
삼선푸르지오APT앞,107900248,8458
한신105동앞,107900249,8550
한신108동앞,107900250,8985
스카이프라자앞.111동앞,107900251,8986
스카이프라자앞.111동,107900252,8991
한신108동앞,107900253,8992
삼선시장,107900254,8535
돈암초등학교,107900255,8829
한성대정문,107900256,8459
한성대입구3거리,107900257,8490
홈마트,107900258,8926
성신여대입구역,107900259,8505
한진206동앞,107900261,8919
돈암힐스테이트.코오롱하늘채,107900262,8898
한진207동앞,107900264,8990
용문중고교,107900265,8911
일신휴먼빌.우정아파트,107900267,8448
중앙하이츠정문,107900268,8471
중앙하이츠후문,107900269,8488
중앙하이츠후문,107900270,8580
중앙하이츠정문,107900271,8593
정릉2동주민센터,107900272,8456
산림초소,107900273,8455
넓은마당,107900274,8487
도광사,107900275,8502
도광사,107900276,8948
넓은마당,107900277,8954
정릉4동종점,107900278,8454
산장아파트,107900279,8939
4호선성신여대역,107900280,8457
길음전철역,107900281,8560
길음시장입구,107900282,8545
길음역출구,107900283,8546
신안APT.길음초등학교,107900284,8453
종암아이파크2차후문,107900285,8599
성가복지병원앞,107900286,8881
상월곡역,107900290,8937
장위1동주민센터,107900291,8497
동방고개,107900292,8536
장위동그린빌아파트,107900293,8551
빙그레슈퍼,107900295,8498
동아아파트,107900297,8930
북서울꿈의숲,107900298,8568
석계역,107900299,8781
창문여고앞,107900301,9994
파리바게트앞,107900302,8544
장위중학교,107900303,8452
동방주택,107900304,8451
장월초교.참누리아파트,107900305,8450
원진프라자앞,107900306,8815
국민은행사거리,107900307,8787
국민은행장위동지점,107900308,8715
성북빌리지,107900309,8827
길상사,107900310,8839
길상사,107900311,8837
북악슈퍼,107900312,8833
북악슈퍼,107900313,8831
성북빌리지,107900314,8826
성북동성당,107900315,8824
성북동성당,107900316,8825
선잠단지.성락원앞,107900317,8822
선잠단지.성락원앞,107900318,8821
일신휴먼빌.우정아파트,107900319,8848
정릉꿈에그린아파트,107900320,8840
정릉꿈에그린아파트,107900321,8842
중앙하이츠빌아파트,107900322,8845
아리랑시장,107900323,8843
아리랑시장,107900324,8844
정릉꿈에그린1단지,107900325,8847
세계문화유산정릉,107900326,8846
한국가구박물관입구,107900327,8855
한국가구박물관입구,107900328,8858
우리옛돌박물관.정법사,107900329,8856
돈암코오롱하늘채아파트,107900330,8850
돈암코오롱하늘채아파트,107900331,8849
교육촌.벼루말,107900332,11604
꿈의숲SK뷰아파트,107900333,11605
꿈의숲SK뷰아파트,107900334,11609
석계역문화공원,107900337,11607
꿈의숲동문앞,107900338,8895
꿈의숲대명루첸아파트,107900339,8896
선잠로3길입구,107900340,8809
선잠로3길입구,107900341,8810
래미안장위퍼스트하이아파트,107900344,8832
우남아파트,107900345,8932
월곡로데오거리,107900346,8591
동덕여대오거리,107900347,8940
동덕여대정문앞,107900348,8955
두산아파트3단지,107900349,8963
동덕여대부속유치원앞,107900350,8588
돈암코오롱하늘채.일신휴먼빌,107900351,8799
꿈의숲대명루첸아파트,107900354,8792
간대어린이공원,107900355,8877
돌곶이역2번출구,107900356,8878
수유3동우체국,108000001,9001
수유3동우체국,108000002,9002
수유역,108000003,9003
수유역.강북구청,108000004,9004
수유시장.성신여대미아캠퍼스앞,108000005,9005
수유시장.성신여대미아캠퍼스앞,108000006,9006
미아역.신일중고,108000007,9007
미아역.신일중고,108000008,9008
도봉세무서.성북시장,108000009,9009
도봉세무서.성북시장,108000010,9010
미아사거리역,108000011,9011
미아사거리역,108000012,9012
우이동도선사입구.북한산우이역,108000014,9102
우이동성원아파트,108000015,9103
우이동성원아파트,108000016,9104
진성빌라사거리,108000017,9105
서라벌중학교.우이동대우아파트,108000018,9106
덕성여대솔밭근린공원,108000019,9107
국립4.19민주묘지입구사거리,108000020,9108
국립4.19민주묘지입구사거리,108000021,9109
국립4.19민주묘지입구사거리,108000022,9110
국립4.19민주묘지입구사거리,108000023,9111
국립419묘지삼거리.윤극영가옥,108000024,9112
국립419묘지삼거리.윤극영가옥,108000025,9113
인수동백운교회입구,108000026,9114
인수동백운교회입구,108000027,9115
인수중학교.극동아파트,108000028,9116
인수중학교.극동아파트,108000029,9117
서울영어마을수유캠프국립재활원입구,108000030,9118
서울영어마을수유캠프국립재활원입구,108000031,9119
인수동장미원,108000032,9120
인수동장미원,108000033,9121
가오리역,108000034,9122
가오리역,108000035,9123
북부성모의원,108000036,9124
북부성모병원,108000037,9125
수유2동주민센터우이시장,108000038,9126
수유2동주민센터우이시장,108000039,9127
광산사거리,108000040,9128
광산사거리,108000041,9129
우이초등학교후문,108000042,9130
우이초등학교후문,108000043,9131
인수동청수탕입구,108000044,9132
인수동청수탕입구,108000045,9133
우이초등학교,108000046,9134
우이초등학교,108000047,9135
화계사입구.한신대학교대학원,108000048,9136
화계사입구.한신대학교대학원,108000049,9137
수유동삼양탕앞,108000050,9138
수유동삼양탕앞,108000051,9139
화계사입구사거리,108000052,9140
화계사입구사거리,108000053,9141
강북노인종합복지관,108000054,9142
강북노인종합복지관,108000055,9143
신일병원,108000056,9144
신일병원,108000057,9145
강북구청,108000058,9146
강북구청,108000059,9147
강북경찰서입구,108000060,9148
강북경찰서입구,108000061,9149
북부시장입구,108000062,9150
북부시장입구,108000063,9151
번동사거리,108000064,9152
번동사거리,108000065,9153
북부수도사업소,108000066,9154
북부수도사업소,108000067,9155
화계사입구,108000068,9156
화계사입구,108000069,9157
빨래골입구.수유1동주민센터,108000070,9158
빨래골입구.서울수유초등학교,108000071,9159
롯데마트삼양점.래미안1차아파트,108000072,9160
롯데마트삼양점.래미안1차아파트,108000073,9161
삼양초등학교,108000074,9162
삼양초등학교,108000075,9163
강북청소년문화정보도서관입구,108000076,9164
강북청소년문화정보도서관입구,108000077,9165
삼양동사거리,108000078,9166
삼양동사거리,108000079,9167
송천초등학교.미아뉴타운입구,108000080,9168
송천초등학교.미아뉴타운입구,108000081,9169
삼양동사거리,108000082,9170
삼양동사거리,108000083,9171
성암국제무역고등학교,108000084,9172
성암국제무역고등학교,108000085,9173
삼양동사거리입구,108000086,9174
삼양동사거리입구,108000087,9175
강북보건소,108000088,9176
신창교,108000089,9177
강북보건소,108000091,9179
번동주공4단지,108000092,9180
초안교,108000093,9181
번동주공3단지,108000094,9182
번동주공3단지,108000095,9183
번동주공1단지,108000096,9184
번동주공1단지,108000097,9185
오현초등학교,108000098,9186
북서울꿈의숲,108000099,9187
송중동한일유엔아이,108000100,9188
창문여고앞,108000101,9189
숭곡초등학교입구,108000102,9190
강북청소년수련관,108000106,9194
강북청소년수련관,108000107,9195
국립4.19민주묘지,108000108,9196
국립4.19민주묘지,108000109,9197
강북중학교,108000110,9198
한성운수차고지,108000111,9199
광산사거리,108000112,9200
광산사거리,108000113,9201
수유중앙시장,108000115,9203
대한병원,108000117,9205
삼성화재강북지점,108000118,9206
강북구청사거리,108000119,9207
강북구청사거리,108000120,9208
수송초등학교,108000121,9209
수송초등학교,108000122,9210
수유중학교혜화여고,108000123,9211
혜화여고,108000124,9212
서울정인학교,108000125,9213
우광타운,108000126,9214
구세군강북종합사회복지관입구,108000127,9215
구세군강북종합사회복지관입구,108000128,9216
미양중고등학교.팔팔·미송경로당,108000129,9217
미양중고등학교.팔팔·미송경로당,108000130,9218
동북프라자,108000131,9219
동북시장,108000132,9220
두산위브아파트입구,108000133,9221
두산위브아파트입구,108000134,9222
삼각산동SK아파트북한산시티미양초등학교,108000135,9223
삼양동벽산라이브파크미양초등학교,108000136,9224
SK아파트.벽산아파트상가,108000137,9225
SK아파트.벽산아파트상가,108000138,9226
솔샘터널,108000139,9227
번동주공아파트3단지4단지,108000140,9228
번동주공아파트3단지4단지,108000141,9229
번동초등학교,108000142,9230
번동한솔솔파크,108000143,9231
번동한솔솔파크,108000144,9232
번동해모로아파트,108000145,9233
번동해모로아파트,108000146,9234
강북문화정보도서관,108000147,9235
강북문화정보도서관,108000148,9236
동문굿모닝힐,108000149,9237
동문굿모닝힐,108000150,9238
북서울꿈의숲,108000151,9239
꿈의숲롯데캐슬아파트,108000152,9240
꿈의숲롯데캐슬아파트,108000153,9241
경남아너스빌.꿈의숲해링턴아파트,108000154,9242
경남아너스빌.꿈의숲해링턴아파트,108000155,9243
송중초등학교,108000156,9244
송중초등학교,108000157,9245
수유3동우체국,108000158,9246
수유3동우체국,108000159,9247
수유역.노스페이스문화센터,108000160,9248
수유역.강북구청,108000161,9249
미아역신일중고,108000165,9253
미아사거리역,108000172,9260
미아사거리역,108000173,9261
한신대학교,108000175,9263
수유사거리,108000178,9266
수유사거리,108000179,9267
송중동주민센터앞,108000181,9269
송중동경남아너스빌정문,108000182,9270
북서울꿈의숲,108000183,9271
수유역.강북구청,108000184,9272
강북구보건소삼각산분소,108000185,9273
강북구보건소삼각산분소,108000186,9274
삼각산동삼각산아이원아파트후문,108000187,9275
삼각산동삼각산아이원아파트후문,108000188,9276
롯데백화점미아점,108000189,9277
우이동주민센터입구,108000190,9278
솔샘터널,108000192,9283
우이동도선사입구,108000193,9286
우이동차고지기점,108000194,9289
한성운수종점,108000195,9290
화계사입구.종점,108000196,9291
SK아파트벽산아파트상가,108000198,9293
우이동차고지종점,108000199,9294
삼각산동삼각산아이원아파트정문,108000200,9295
삼각산동삼각산아이원아파트정문,108000203,9298
삼각산고.래미안트리베라,108000204,9303
삼각산고.래미안트리베라,108000205,9302
미아사거리역2번출구,108000339,9739
방천시장입구,108000364,9304
화계사입구.한신대학교대학원,108000365,9305
북서울꿈의숲,108000366,9767
삼각산119안전센터,108000367,9307
삼각산119안전센터,108000368,9308
미아사거리역.롯데백화점,108000369,9306
무량사입구,108000371,9311
무량사입구,108000372,9310
꿈의숲주차장입구,108000373,9312
창문여고,108000375,9279
대한병원,108000376,9314
수유중앙시장,108000377,9313
수유(강북구청)역,108000378,9013
우이3교,108000379,9903
창번교,108000381,10301
영신여객차고지(우이동종점),108000382,9255
영신여객차고지(우이동종점),108000383,9256
한국사회봉사회,108000384,10342
한국사회봉사회,108000385,10343
당진슈퍼,108900001,9905
보람빌딩,108900002,9896
광산사거리,108900003,9895
현대백화점.E마트.빅토리아호텔,108900004,9893
번3동주민센터,108900007,9890
주공1.2단지한진아파트,108900008,9888
오현초등학교,108900009,9887
주공1.2단지한진아파트,108900010,9886
신원아파트.북서울꿈의교회,108900011,9885
기산아파트.2단지후문,108900012,9884
주공3단지정문,108900013,9883
번동슈퍼,108900014,9881
아카데미하우스.통일교육원,108900015,9880
백련사,108900016,9875
강북보건소앞.번2동주민센터,108900017,9873
금호.현대아파트,108900018,9872
강북문화정보도서관.해모로아파트,108900019,9870
로얄공인중계사무소,108900020,9868
주공5단지,108900021,9863
본원정사,108900022,9505
본원정사,108900023,9861
청화슈퍼,108900024,9859
청화슈퍼,108900025,9518
국립419민주묘지삼거리.윤극영가옥,108900026,9857
모아빌라,108900027,9856
금강슈퍼,108900028,9854
벽산아파트,108900029,9853
해청빌라,108900030,9851
영순슈퍼,108900031,9848
인수초중학교,108900032,9845
기도원입구,108900033,9844
우광슈퍼,108900034,9843
당진슈퍼,108900035,9841
형제슈퍼,108900038,9837
믿음슈퍼,108900039,9836
청소년독서실,108900040,9835
수유역.강북구청,108900041,9834
성원아파트,108900042,9833
국립재활원,108900043,9832
삼성하이츠빌라,108900044,9831
빨래골입구,108900045,9830
청수탕,108900046,9828
빨래골,108900047,9827
삼광학원,108900048,9826
미아사거리역,108900049,9825
정은빌라,108900050,9824
수연슈퍼,108900051,9820
한영교회,108900052,9819
방천시장입구,108900053,9818
벽산아파트,108900054,9815
한신대신학대학원.화계사,108900055,9814
다리앞,108900056,9813
삼흥연립,108900057,9809
제일슈퍼,108900058,9808
8번지입구,108900059,9807
금강산병원.전자공단,108900060,9805
강북종합시장,108900061,9804
한빛맹아학교,108900062,9802
홈빌라트,108900063,9801
한일아파트정문,108900064,9800
보람미용실,108900065,9799
주공5단지,108900066,9798
한빛예술단,108900067,9795
꿈의숲해링턴아파트101동앞,108900068,9794
장미맨션,108900069,9793
페리카나치킨,108900070,9792
로얄공인중계사무소,108900071,9791
수유역,108900072,9790
꿈의숲해링턴아파트105동앞,108900073,9788
한일아파트후문,108900074,9787
삼양시장,108900075,9786
금호.현대아파트,108900076,9785
꿈의숲해링턴아파트108동앞,108900077,9782
삼우하이츠빌라,108900078,9781
삼일약국.롯데마트,108900079,9780
수유동약국,108900080,9778
화계유치원,108900081,9777
산장빌라,108900082,9776
중앙시장,108900083,9773
롯데백화점,108900085,9771
8번지슈퍼,108900086,9770
강북반석교회,108900087,9769
하나은행.새마을금고,108900088,9760
성당앞,108900089,9754
양지빌라,108900090,9753
삼양신협,108900091,9718
한양아파트입구.삼덕상운,108900092,9717
벽산아파트,108900093,9682
번동삼거리,108900094,9656
8번지입구,108900095,9642
깨순이김밥,108900096,9631
주공3단지정문,108900097,9600
미아역7번출구,108900098,9594
기산아파트.2단지후문,108900099,9593
경남아너스빌정문,108900100,9592
송암교회.화계사거리,108900101,9590
유성빌딩,108900102,9589
꿈의숲해링턴아파트108동앞,108900103,9588
미아역6번출구,108900105,9586
신원아파트.북서울꿈의교회,108900106,9585
국립재활원,108900108,9583
꿈의숲해링턴아파트105동앞,108900109,9580
번3동주민센터,108900110,9578
주공1.2단지한진아파트,108900111,9576
화계유치원,108900113,9572
꿈의숲해링턴아파트101동앞,108900114,9571
구.삼양극장,108900115,9569
인수초중학교,108900116,9566
홈빌라트,108900117,9563
청수탕,108900118,9558
제일슈퍼,108900119,9556
삼양부동산,108900121,9554
한영교회,108900122,9550
삼양시장.롯데마트,108900123,9548
강북중학교,108900124,9547
삼성하이츠빌라,108900125,9545
한빛예술단,108900126,9544
동성마트,108900127,9543
페리카나치킨,108900128,9540
쌍문교,108900129,9539
형제슈퍼,108900130,9537
한빛맹아학교,108900131,9536
삼광학원,108900132,9535
동문굿모닝힐,108900133,9534
영순슈퍼,108900134,9533
보람미용실,108900135,9532
기도원입구,108900136,9530
삼흥연립,108900137,9529
당진슈퍼,108900138,9528
교육촌경로당,108900140,9526
구세군강북종합사회복지관,108900141,9525
백련사,108900142,9523
해청빌라,108900143,9522
다리앞,108900144,9521
믿음슈퍼,108900145,9520
모아빌라,108900146,9514
수연슈퍼,108900147,9513
번동슈퍼,108900148,9510
성원아파트,108900150,9507
아카데미하우스.통일교육원,108900151,9506
빨래골,108900152,9504
연일슈퍼,108900153,9503
번동초교.솔그린APT.하나은행,108900154,9502
마을버스사무실,108900156,9517
구세군강북종합사회복지관,108900157,9806
미송경로당,108900158,9501
월산슈퍼,108900159,9817
미양중고등학교,108900161,9847
샛별슈퍼,108900162,9512
삼양신협,108900163,9577
송중동주민센터,108900164,9516
미아사거리전철역,108900168,9579
송중동주민센터,108900169,9598
미아사거리역.롯데백화점,108900171,9894
삼양오거리,108900172,9561
훌랄라치킨,108900173,9775
당진슈퍼,108900174,9541
수유역,108900177,9567
수유역,108900178,9595
번동5거리.북부노동지청,108900180,9812
번동5거리.북부노동지청,108900183,9897
강북구민운동장.4단지,108900184,9774
강북보건소.번2동주민센터,108900185,9876
강북구민운동장.4단지,108900186,9878
강북보건소.번2동주민센터,108900189,9779
번동초등학교,108900190,9865
금강산병원.전자공단,108900192,9898
오현초등학교,108900195,9568
동문굿모닝힐,108900196,9860
한양아파트입구.삼덕상운,108900199,9882
하나은행.새마을금고,108900201,9899
수유1동주민센터.파출소,108900203,9551
진주빌딩,108900204,9557
광성슈퍼,108900205,9564
한신대신학대학원.화계사,108900206,9573
삼양탕,108900207,9582
성일빌딩,108900208,9783
수유1동주민센터.파출소,108900209,9789
성당앞,108900210,9811
광산사거리,108900211,9553
강북구청,108900212,9560
쌍문교,108900215,9599
우이동,108900216,9500
신성빌라,108900217,9515
강북청소년수련관,108900218,9531
국립419묘지,108900221,9862
신성빌라,108900225,9877
송암교회.화계사거리,108900230,9803
유진슈퍼,108900232,9821
강북구의회.강북문화예술회관,108900233,9591
가오리,108900234,9597
가오리,108900235,9822
강북구의회.강북문화예술회관,108900236,9829
삼성래미안아파트,108900240,9908
성우아파트,108900241,9909
미아사거리역,108900245,9913
두산위브아파트,108900250,9920
한영교회,108900258,9949
달팽이계단,108900259,9948
대성빌라정문,108900260,9947
신구한일아파트입구,108900261,9946
우일빌딩앞,108900262,9945
요진아파트,108900263,9944
수유시장,108900264,9943
미아역1번출구,108900265,9942
미아역3번출구,108900266,9941
남양빌라,108900267,9940
실버복지센터,108900268,9939
신구한일아파트입구,108900269,9938
대성빌라정문,108900270,9937
달팽이계단,108900271,9936
한영교회,108900272,9934
한국전력공사,108900273,9950
도일타운,108900277,9562
도일타운,108900278,9546
도봉산역,109000001,10001
도봉산역,109000002,10002
도봉한신아파트,109000003,10003
도봉한신아파트,109000004,10004
서울북부지방법원.검찰청.도봉역성황당,109000005,10005
서울북부지방법원.검찰청.도봉역성황당,109000006,10006
신도봉사거리,109000007,10007
신도봉사거리,109000008,10008
도봉소방서.방학남부역,109000009,10009
도봉소방서.방학남부역,109000010,10010
도봉보건소,109000011,10011
도봉보건소.북한산아이파크아파트,109000012,10012
도봉구민회관.도봉문화원,109000013,10013
도봉구민회관.도봉문화원,109000014,10014
쌍문역,109000015,10015
쌍문역,109000016,10016
우이1교앞,109000017,10017
우이1교앞,109000018,10018
신도봉시장.도봉구청.방학북부역,109000019,10019
신도봉시장.도봉구청.방학북부역,109000020,10020
도봉동한신아파트,109000023,10103
도봉동한신아파트,109000024,10104
서울북부지방법원.검찰청.도봉역성황당,109000025,10107
서울북부지방법원.검찰청.도봉역성황당,109000026,10108
도봉견인차량보관소,109000027,10109
도봉견인차량보관소,109000028,10110
방학역,109000029,10111
도봉소방서,109000030,10113
도봉소방서,109000031,10114
