정류소명, 코드, 단축코드
봉영여중.목동고,114000103,15206
봉영여중.목동고,114000104,15207
양천노인종합복지관,114000105,15208
양천구청역,114000106,15209
양천아파트,114000107,15210
신정네거리해누리분수광장,114000108,15211
신정네거리.신정119안전센터,114000109,15212
동방아파트,114000110,15213
동방아파트.신월종합사회복지관,114000111,15214
신곡시장.금빛새마을금고,114000112,15215
신곡시장.금빛새마을금고,114000113,15216
신한은행신월동지점,114000114,15217
신한은행신월동지점,114000115,15218
양강중학교,114000116,15219
신월2동주민센터입구,114000117,15220
강서초등학교,114000118,15221
한빛종합사회복지관,114000119,15222
신월동남부주유소,114000120,15223
신월2동우체국,114000121,15224
신트리사거리,114000122,15225
신트리아파트,114000123,15226
정랑고개.양천벤처타운,114000124,15227
신정학마을아파트,114000125,15228
양천고등학교,114000126,15229
계남초등학교,114000127,15230
목동아파트11단지(1117동),114000128,15231
양명초교.신서중,114000130,15233
신트리공원.목동아파트11단지,114000131,15234
목동10단지상가,114000132,15235
양천문화회관.양천일자리센터,114000133,15236
목동10단지농협,114000134,15237
신서초등학교,114000138,15241
신정1동우체국,114000139,15242
우리은행신정동지점,114000144,15247
목동프라자,114000145,15248
목동10단지,114000146,15249
신정네거리역,114000147,15250
신정네거리역,114000148,15251
길훈로즈빌아파트,114000149,15252
하이스트학원.종로학원,114000150,15253
목동역,114000151,15254
목동8단지지하도,114000152,15255
양천구청.양천보건소,114000153,15256
목동8단지.한전,114000154,15257
진명여고,114000155,15258
서울남부지방법원.서울남부지방검찰청,114000156,15259
서울남부지방법원.서울남부지방검찰청,114000157,15260
오목교역.청학스포츠타운,114000158,15261
현대아이파크아파트,114000159,15262
목동중학교.서울출입국.외국인청,114000160,15263
목동대학학원,114000161,15264
목동7단지,114000162,15265
제일은행앞,114000163,15266
서울남부지방법원.서울남부지방검찰청,114000165,15268
목동중학교,114000166,15269
진명여고,114000167,15270
우리은행신정동지점,114000168,15271
목동역.목동오거리,114000169,15272
신서고등학교.영상고등학교입구,114000170,15273
신정역(은행정).신정4동주민센터,114000171,15274
신정1동우체국,114000174,15277
서울남부지방법원.서울남부지방검찰청,114000176,15279
신정네거리역,114000177,15280
신서고등학교.영상고등학교앞,114000178,15281
제일여성병원,114000179,15282
신정4동경서농협,114000180,15283
목동역.홍익병원,114000181,15284
목동역.목동오거리,114000182,15285
신서고교.영상고교입구,114000183,15286
신정역(은행정).신정4동주민센터,114000184,15287
양강중학교,114000185,15288
신월문화체육센터,114000189,15292
신월동우성상가,114000190,15293
중부운수앞,114000191,15294
신월문화체육센터,114000192,15295
신월동우성상가,114000193,15296
국립과학수사연구소입구,114000194,15298
신안파크아파트후문,114000195,15299
신안파크아파트후문,114000196,15300
국립과학수사연구소.고강동종점,114000197,15301
신정1동주민센터.신오새마을금고,114000198,15302
신정네거리역,114000199,15303
신트리아파트,114000200,15304
정랑고개.양천벤처타운,114000201,15305
서부트럭터미널.신정동일하이빌아파트,114000202,15306
강신중학교,114000203,15307
남명초교.신정3동주민센터,114000204,15308
금옥중.금옥여고.백암고등학교,114000205,15309
양강중학교,114000206,15310
양강중학교,114000207,15311
신월2동주민센터입구.경창전통시장,114000208,15312
강서초등학교,114000209,15313
한빛종합사회복지관,114000210,15314
과학수사연구소입구,114000211,15315
서부트럭터미널.신정동일하이빌아파트,114000212,15316
신정현대아파트.서부트럭터미널,114000213,15317
넓은들공원,114000214,15318
넓은들공원,114000215,15319
신정현대아파트,114000216,15320
신정숲속마을아파트,114000217,15321
신정숲속마을아파트.댓골마을입구,114000218,15322
양천중앙도서관.푸른마을2단지,114000219,15323
양천중앙도서관.푸른마을2단지,114000220,15324
신월시영아파트.강월초등학교,114000221,15325
신월시영아파트.강월초등학교,114000222,15326
강월초교입구사거리,114000223,15327
강월초교입구사거리,114000224,15328
금실어린이공원,114000225,15329
금실어린이공원,114000226,15330
강신중학교,114000227,15331
양서중학교,114000228,15332
신월1동주민센터.신월보건지소,114000229,15333
신월3동주민센터.신월3동우체국,114000230,15334
서부여성발전센터,114000231,15335
가로공원공영주차장.신영시장,114000232,15336
국민은행신월동지점,114000233,15337
서서울호수공원,114000234,15338
서서울호수공원,114000235,15339
하나은행신월동지점,114000236,15340
가로공원공영주차장,114000237,15341
양원초교.광영여고,114000238,15342
국민은행신월동지점,114000239,15343
메디힐병원,114000240,15344
신화중학교,114000241,15345
신월5동주민센터.신월중학교,114000242,15346
신월5동주민센터.신월중학교,114000243,15347
신월중학교입구,114000244,15348
신월중학교입구,114000245,15349
광영고.신동아파밀리에아파트,114000246,15350
서울금융고등학교,114000247,15351
신화중학교,114000248,15352
경창빌딩,114000249,15353
신월시영아파트중문,114000250,15354
신월시영아파트중문,114000251,15355
목원초등학교.서울지방식품의약품안전청,114000252,15356
양천노인종합복지관,114000253,15357
양명초등학교,114000254,15359
신목동역-서울지방식품의약품안전청,114000255,15360
목동파라곤,114000256,15361
신정현대아파트.서부트럭터미널,114000257,15362
대일관광고.푸른마을3단지,114000258,15363
대일관광고.푸른마을3단지,114000259,15364
신정현대아파트,114000260,15365
신월문화체육센터,114000261,15366
목동아파트1102동앞,114000262,15367
트럭터미널주유소앞,114000263,15368
목동아파트1434동앞,114000264,15369
신월동기점,114000265,15371
양천공영차고지,114000267,15373
국립과학수사연구소.고강동종점,114000268,15374
신월동기점,114000270,15377
양천공영차고지,114000271,15378
푸른마을1단지.이든채아파트,114000283,15399
중부운수앞,114000285,15402
푸른마을1단지.이든채아파트,114000288,15405
신정교입구,114000289,15408
계남초등학교,114000293,15412
신목동역-서울지방식품의약품안전청,114000294,15413
목동역,114000368,15691
목동역,114000369,15692
갈산초등학교,114000370,15693
갈산초등학교,114000371,15694
화곡입구,114000372,15695
화곡입구,114000373,15696
서서울호수공원,114000374,15697
서서울호수공원,114000375,15698
국립과학수사연구소,114000376,15699
국립과학수사연구소,114000377,15700
서부트럭터미널,114000378,15701
서부트럭터미널,114000379,15702
대일고등학교,114000380,15703
양천공영차고지,114000395,15718
경서농협,114000396,15119
보람쉬움아파트,114000402,15414
보람쉬움아파트.신영시장,114000403,15415
신정이펜하우스2단지,114000405,15416
오목교역,114000408,15806
오목교역,114000409,15801
목동현대백화점,114000411,15909
이펜하우스1단지.어르신요양센터,114000423,15419
신정이펜하우스5단지.서남병원,114000424,15423
신정이펜하우스3.4단지,114000425,15421
신정1동주민센터.신오새마을금고,114000426,15232
목동13단지,114000427,15238
오목교역,114000428,15157
목동13단지,114000429,15239
양서중학교,114000432,15358
용왕산,114000434,15143
신정이펜하우스1단지.새금성교회,114000435,15639
목동아파트1216동앞,114000438,15370
목동아파트1218동앞,114000439,15372
우신웨스트빌.목동보건지소,114900001,15509
한성교회.금옥여고.백암고,114900002,15508
목동문화체육센터.건영아파트,114900003,15507
신정현대아파트.서부트럭터미널,114900004,15506
팔복부동산.목동교회,114900005,15505
동일하이빌아파트,114900006,15504
푸른마을아파트3단지,114900007,15500
신서초교,114900008,15545
오목교역.대학학원,114900010,15540
목동10단지,114900011,15539
신정1동주민센터,114900013,15536
학마을2단지아파트,114900018,15526
한신청구아파트,114900020,15524
학마을2단지아파트,114900022,15522
농협.영도초등학교,114900025,15518
목동센트럴1단지,114900026,15516
목동센트럴2단지,114900029,15513
성원.극동아파트,114900030,15512
벽산.대주아파트,114900031,15511
대림.수정아파트,114900032,15510
한신청구아파트정문,114900034,15553
목동8단지천주교,114900035,15554
목동3.4단지사잇길,114900036,15556
성원.극동아파트,114900039,15564
목동9단지B상가,114900040,15565
현대아파트.월드메르디앙아파트,114900041,15566
우신웨스트빌.목동보건지소,114900042,15568
거산아파트,114900044,15579
목2동주민센터,114900047,15574
신곡시장,114900048,15582
목동센트럴2단지.이마트24,114900049,15585
벽산.대주아파트,114900050,15586
대림.수정아파트,114900051,15587
한성교회.백암고,114900052,15588
금옥여고.대우미래사랑아파트,114900053,15589
동일하이빌아파트,114900054,15591
신은초등학교,114900057,15600
양천어르신요양센터,114900058,15638
서울남부지법,114900059,15547
용왕산입구,114900063,15561
목동문화체육센터.건영아파트,114900064,15570
팔복부동산.목동교회,114900065,15572
양동중학교,114900067,15576
목동센트럴1단지,114900068,15584
목동프라자,114900069,15567
현대아파트.월드메르디앙아파트,114900070,15593
신은초등학교,114900072,15614
이펜하우스3.4단지,114900073,15637
수명산입구,114900074,15577
서남병원,114900075,15599
서남병원,114900076,15635
목2동주민센터,114900080,15503
강서보건소.9호선등촌역,114900082,15501
롯데캐슬아파트.목3동시장,114900083,15594
목동프라자,114900090,15542
신정1동주민센터,114900091,15571
신정이펜하우스1단지,114900097,15596
거산아파트,114900098,15995
강서양천교육지원청,114900099,15992
염창역.서울도시가스,115000001,16001
염창역.서울도시가스,115000002,16002
등촌역.강서보건소,115000003,16003
등촌역.강서보건소,115000004,16004
등촌중학교.백석초등학교,115000005,16005
등촌중학교.백석초등학교,115000006,16006
백석초등학교.한국임업진흥원,115000007,16103
등촌중학교.한국임업진흥원,115000008,16104
강서대학교.강서LG베스트샵,115000009,16105
하이웨이주유소.강서대학교,115000010,16106
등촌주공5단지아파트,115000013,16109
발산역4번출구,115000015,16111
발산역5번출구,115000016,16112
공항중학교,115000019,16115
송정역,115000020,16116
송정역,115000021,16117
공항시장,115000022,16118
공항시장,115000023,16119
공항시장역3번출구,115000024,16120
공항시장역.공항성산교회,115000025,16121
방화주유소,115000026,16122
방화2동청성아파트앞,115000027,16123
방신전통시장,115000028,16124
방화2동우촌연립,115000029,16125
국민은행방화동지점,115000030,16126
국민은행방화동지점,115000031,16127
한서고등학교.보람아파트,115000032,16128
한서고등학교.보람아파트,115000033,16129
방화역2번출구,115000034,16130
방화역,115000035,16131
방화3동주민센터.국립국어원,115000036,16132
방화도시7단지.국립국어원,115000037,16133
가양3동도시개발8단지아파트.가양역,115000038,16134
가양역.마포중고등학교,115000039,16135
가양역.마포중고등학교,115000040,16136
경복비즈니스고등학교,115000041,16137
경복비즈니스고등학교,115000042,16138
강서구청.한국건강관리협회,115000043,16139
강서구청.한국건강관리협회,115000044,16140
우장초등학교,115000045,16141
우장초등학교,115000046,16142
한국폴리텍1.서울강서대학교,115000047,16143
한국폴리텍1.서울강서대학교,115000048,16144
화곡본동시장,115000049,16145
화곡본동시장,115000050,16146
화곡역,115000051,16147
화곡역,115000052,16148
강서구청소년상담복지센터,115000053,16149
화곡푸르지오,115000054,16150
외발산신광명마을,115000055,16151
외발산신광명마을,115000056,16152
강서면허시험장.메이필드호텔,115000057,16153
강서면허시험장.메이필드호텔,115000058,16154
강서농수산물도매시장,115000059,16155
공항동송정중학교,115000061,16158
공항동송정중학교,115000062,16159
국립항공박물관.공항동천주교회,115000063,16160
국립항공박물관.공항동천주교회,115000064,16161
공항동지하도입구,115000065,16162
방화중학교,115000067,16164
방화동도시개발11단지,115000069,16166
개화119안전센터,115000070,16167
개화119안전센터,115000071,16168
개화역1번출구.개화검문소,115000072,16169
개화역1번출구.개화검문소,115000073,16170
상사마을,115000075,16172
영일고등학교.강서도서관,115000076,16173
아이파크아파트.백석중학교.실로암안과,115000077,16174
등촌2동주민센터.등촌동대림아파트,115000078,16175
대일고교.임광아파트.배광교회,115000079,16176
용문사.시립화곡청소년센터,115000080,16177
목동사거리,115000081,16178
목동사거리,115000082,16179
화곡동남부시장,115000083,16180
성석교회,115000084,16181
서울신정초등학교,115000085,16182
서울신정초등학교,115000086,16183
화곡8동주민센터,115000087,16184
화곡8동주민센터.까치산시장,115000088,16185
KT강서지사,115000089,16186
KT강서지사,115000090,16187
화곡동유림아파트,115000091,16188
화곡동유림아파트,115000092,16189
황외과앞,115000093,16190
까치산역2번출구,115000094,16191
까치산역4번출구,115000095,16192
화곡동백구사,115000096,16193
화곡동백구사,115000097,16194
화곡대림아파트,115000098,16195
화곡동대림아파트.화곡중앙시장,115000099,16196
가로공원.나누리병원,115000100,16197
가로공원.나누리병원,115000101,16198
가로공원.나누리병원,115000102,16199
가로공원.나누리병원,115000103,16200
화원중학교,115000105,16202
신월초등학교,115000106,16203
신월초등학교,115000107,16204
화곡역.현대주유소,115000108,16205
화곡역,115000109,16206
화곡역1번출구,115000110,16207
화곡역8번출구,115000111,16208
대원시장,115000112,16209
대원시장,115000113,16210
화곡중고등학교,115000114,16211
우장산역,115000116,16213
우장산역,115000117,16214
명덕고등학교.서울스타병원,115000118,16215
명덕고등학교.서울스타병원,115000119,16216
발산역.우장산힐스테이트,115000120,16217
발산역.우장산힐스테이트,115000121,16218
발산역2번출구,115000122,16219
발산역3번출구,115000123,16220
서울호서전문학교.등촌주공3단지아파트,115000124,16221
서울호서전문학교.등촌주공3단지아파트,115000125,16222
서울강서우체국,115000126,16223
서울강서우체국,115000127,16224
양천향교역.휴먼빌아파트,115000128,16225
양천향교입구,115000129,16226
가양한강타운아파트,115000130,16227
가양한강타운아파트,115000131,16228
가양2단지성지아파트.동양고등학교,115000132,16229
가양2단지성지아파트.동양고등학교,115000133,16230
한보구암마을아파트,115000134,16231
가양동천주교영등포공업고등학교,115000135,16232
서울서진학교.우체국앞.허준박물관,115000136,16233
탑산초등학교.허준박물관,115000137,16234
가양도시개발4단지아파트,115000138,16235
대림경동아파트,115000139,16236
가양도시개발5단지아파트,115000140,16237
가양2동강변아파트,115000141,16238
가양3동도시개발6단지아파트,115000142,16239
가양초등학교,115000143,16240
강서구청별관,115000144,16241
가양3동주민센터,115000145,16242
가양3동도시개발9단지아파트,115000146,16243
가양도시개발9단지.세현고등학교,115000147,16244
염창동아3차아파트.나이아가라호텔,115000148,16245
염창동아3차아파트,115000149,16246
염창동새마을금고,115000150,16247
염창동새마을금고,115000151,16248
염창동한마음.관음삼성아파트,115000152,16249
염창동관음삼성아파트,115000153,16250
태영.삼성한사랑아파트,115000154,16251
금호.한솔아파트,115000155,16252
블루나인비지니스센터.이마트,115000156,16253
블루나인비지니스센터.이마트,115000157,16254
이마트.강서소방서,115000158,16255
강서소방서.이마트.증미역,115000159,16256
가양역.현대프린스텔,115000160,16257
가양역.현대아파트,115000161,16258
가양역.우성아파트,115000162,16259
가양역.우성아파트,115000163,16260
SBS공개홀,115000164,16261
SBS공개홀,115000165,16262
서울서진학교,115000167,16264
등촌동대림아파트,115000168,16265
강서한강자이아파트,115000169,16266
가양동CJ주식회사,115000170,16267
가양동CJ주식회사,115000171,16268
양천초등학교.겸재정선미술관,115000172,16269
양천초등학교.겸재정선미술관,115000173,16270
겸재정선미술관.서울식물원,115000174,16271
겸재정선미술관.서울식물원,115000175,16272
마곡실내배드민턴장,115000176,16273
마곡실내배드민턴장,115000177,16274
서남물재생센터,115000178,16275
서남물재생센터,115000179,16276
서남환경공원.마곡청구아파트,115000180,16277
서남환경공원.마곡청구아파트,115000181,16278
방화동도시개발2단지아파트,115000182,16279
방화동도시개발2단지아파트,115000183,16280
방화동동부센트레빌아파트,115000186,16283
방화동동부센트레빌아파트,115000187,16284
방화사거리,115000188,16285
방화사거리,115000189,16286
개화산역,115000190,16287
개화산역,115000191,16288
등촌3동천주교회,115000194,16291
등촌3동천주교회,115000195,16292
등촌3동5단지아파트.등촌고등학교,115000196,16293
등촌3동5단지아파트.등촌고등학교,115000197,16294
등촌3동주공4단지아파트,115000198,16295
등촌동부영아파트,115000199,16296
등촌3동주공10단지아파트,115000200,16297
등촌3동대림아파트,115000201,16298
강서공업고등학교,115000206,16303
방화동도시개발1.2단지아파트,115000207,16304
서울항공비즈니스고등학교,115000208,16305
서울항공비즈니스고등학교,115000209,16306
공항중학교,115000210,16307
공항중학교.마곡엠밸리9단지,115000211,16308
양천향교역,115000212,16309
방신전통시장,115000224,16321
방화주유소,115000225,16322
제과점앞,115000229,16326
공항동천주교회,115000230,16327
강서한방병원,115000231,16328
강서한방병원,115000232,16329
강서한강자이아파트,115000233,16330
강서구청별관,115000234,16332
우장산동주민센터,115000241,16339
문성유치원,115000242,16340
우장산투웨니퍼스트오피스텔,115000243,16341
가양7단지상가,115000244,16342
등촌주공9단지,115000246,16344
강서구민올림픽체육센터,115000247,16345
등촌주공6단지,115000248,16346
등현초등학교,115000249,16347
가양7단지상가앞,115000250,16348
우장산휴먼빌아파트,115000251,16350
우장산동주민센터,115000252,16351
양서1단지우장산아이파크이편한세상,115000253,16352
우장산파크빌,115000258,16361
강서힐스테이트아파트,115000259,16364
등촌주공6단지앞,115000261,16366
강서구민올림픽체육센터,115000262,16367
등촌9단지SBS공개홀,115000263,16368
가양4.5단지상가앞,115000264,16369
삼정그린코아아파트,115000267,16373
강서농협,115000268,16374
강서농협,115000269,16375
서울방화초등학교,115000270,16376
공항동주민센터,115000272,16378
천주교성당,115000273,16379
김포공항국내선,115000280,16389
김포공항국내선,115000281,16390
김포공항국제선,115000282,16391
발산역7번출구,115000284,16393
외발산동기점,115000296,16408
한국공항공사,115000297,16410
한국공항공사,115000298,16411
개화동상사마을종점,115000300,16413
마곡수명산파크7단지,115000302,16416
마곡수명산파크5단지6단지,115000303,16417
마곡수명산파크2단지,115000304,16418
마곡수명산파크2단지,115000305,16419
마곡수명산파크3단지4단지,115000306,16420
마곡수명산파크7단지,115000307,16421
마곡역6번출구,115000308,16422
화곡2동주민센터,115000310,16424
화곡2동주민센터,115000311,16425
마곡엠밸리14단지아파트,115000313,16427
마곡엠밸리15단지아파트,115000314,16428
발산역9번출구,115000315,16429
공항동주민센터,115000316,16430
신방화사거리,115000317,16431
신방화사거리,115000318,16432
방화2동우촌연립,115000319,16433
개화역광역환승센터,115000320,16434
개화역광역환승센터,115000321,16435
방화2동청성아파트,115000322,16436
송정역,115000449,16745
김포공항국내선,115000520,16817
강서면허시험장메이필트호텔,115000538,16839
강서구의회,115000540,16841
강서구의회,115000541,16842
대일고등학교,115000542,16843
목동사거리,115000543,16844
김포공항국제선,115000547,16848
염창역2번출구,115000557,16851
강서면허시험장.메이필드호텔,115000558,16849
태영송화아파트,115000587,16855
강서구청사거리.서울디지털대학교,115000588,16007
강서구청사거리.서울디지털대학교,115000589,16008
KBS스포츠월드,115000590,16009
KBS스포츠월드,115000591,16010
한국가스기술공사,115000592,16011
한국가스기술공사,115000593,16012
발산역,115000594,16013
김포공항국제선,115000600,16857
김포공항국내선,115000603,16829
핑크힐병원,115000609,16450
가양역,115000610,16602
나이아가라.리버파크.골든서울호텔,115000611,16902
나이아가라.리버파크.골든서울호텔,115000612,16895
염동초교.염창보람더하임아파트,115000613,16893
염동초교.염창보람더하임아파트,115000614,16891
증미역,115000615,16730
증미역,115000616,16813
롯데몰.김포공항역,115000617,16451
김포공항국내선,115000621,16614
송정중학교정문,115000624,16453
송정역,115000633,16015
송정역,115000634,16014
공항중학교.마곡엠밸리9 10단지,115000635,16016
화곡역7번출구,115000638,16878
강서면허시험장,115000640,16800
마곡엠밸리4단지,115000641,16705
신방화역7번출구,115000642,16704
신방화역4번출구.마곡중학교,115000643,16703
마곡엠밸리7단지.712동,115000644,16702
화곡중고등학교,115000646,16212
마곡엠밸리5단지,115000647,16706
화곡중앙골목시장,115000648,16707
발산역,115000893,16017
공항중학교.마곡엠밸리9 10단지,115000894,16020
마곡역,115000895,16018
마곡역,115000896,16019
신방화역5번출구,115000897,16394
마곡나루역,115000898,16396
마곡나루역1번출구.웰튼병원,115000899,16399
마곡역,115000900,16397
마곡역,115000901,16398
마곡엠밸리6.7단지.마곡중학교,115000912,16395
마곡엠밸리11.12단지,115000913,16401
대한항공.메이필드호텔,115000915,16157
영인운수.차고지,115000916,16156
영인운수.차고지,115000917,16163
마곡나루역,115000918,16609
롯데R&D센터,115000919,16700
롯데R&D센터,115000920,16608
마곡나루역,115000921,16606
마곡동로사거리,115000922,16022
마곡동로사거리,115000923,16021
화원중학교,115000925,16100
가양4.5단지상가앞,115000927,16263
마곡동로사거리,115000933,16400
다솔마을.강서농수산물도매시장,115000934,16302
마곡13단지힐스테이트아파트,115000935,16301
마곡나루역4번출구.서울식물원,115000936,16385
마곡나루역5번출구.서울식물원,115000937,16386
마곡역교차로,115000938,16387
이대서울병원,115000939,16388
서울식물원.식물문화센터,115000940,16102
서울식물원.숲문화학교,115000941,16107
LG사이언스파크,115000942,16108
LG사이언스파크,115000943,16613
서울식물원.숲문화학교,115000944,16619
다운어린이공원.치유하는교회,115000945,16201
강서세무서,115000946,16024
강서세무서,115000947,16023
명지해드는터아파트,115900001,16501
동아3차아파트,115900002,16509
등촌9단지,115900003,16523
정곡초교,115900004,16527
대통마트,115900005,16525
염창중학교,115900006,16524
공작세탁소,115900008,16520
관음삼성.보람더하임아파트,115900009,16519
등촌6단지,115900010,16518
강서대학교,115900011,16516
방송인아파트,115900012,16515
등촌3동성당사거리,115900013,16513
백연공원,115900014,16511
미주아파트,115900015,16510
등명중학교,115900016,16508
정곡초교,115900017,16507
하나마트,115900018,16506
대림아파트,115900019,16505
서광아파트,115900020,16503
하이웨이주유소,115900021,16502
염창역1번출구.강서평생학습관,115900022,16500
생태공원,115900023,16498
등촌강변샤르망오피스텔,115900025,16558
강서구청입구,115900026,16557
금호APT,115900027,16556
본동시장.새마을금고본점,115900028,16555
강서구립봉제산어르신복지센터,115900029,16554
은창아파트,115900030,16553
이마트.증미역,115900031,16552
한국건강관리협회,115900032,16551
겸재정선미술관입구,115900033,16550
거성빌라,115900034,16548
삼성아파트,115900035,16547
볏골어린이공원,115900036,16544
본동사무소,115900037,16543
곰달래아파트,115900038,16542
한마음아파트,115900039,16541
본동시장,115900041,16538
화곡중앙하이츠빌라,115900042,16537
삼천리아파트,115900043,16536
등촌7단지아파트,115900044,16535
수정빌딩,115900046,16530
남부시장,115900047,16529
강서노인회관,115900049,16586
개나리슈퍼,115900052,16583
롯데1차,115900053,16581
삼거리,115900054,16580
화곡탑건진선미아파트,115900055,16579
발산어린이집,115900056,16578
겸재정선미술관입구,115900057,16577
선교교회,115900058,16576
강서구민회관,115900060,16574
금호APT,115900061,16573
약수터,115900062,16572
까치시장,115900063,16571
하이웨이주유소,115900064,16570
롯데3차APT,115900065,16569
화곡초교,115900066,16567
정은파크빌,115900067,16566
까치산역1번출구,115900068,16565
등촌현대아파트,115900069,16564
우장산꿈에그린아파트,115900070,16563
벽산아파트,115900071,16562
우체국,115900072,16561
화곡초교,115900073,16859
로미오이발클럽,115900074,16836
발산초등학교,115900075,16820
성우빌딩,115900076,16818
봉제산정상,115900077,16814
덕원여자고등학교.덕원예술고등학교,115900078,16812
거성빌라,115900079,16778
남부시장,115900080,16734
삼거리,115900081,16732
화곡중.고등학교,115900082,16729
강서구립봉제산어르신복지센터,115900084,16727
LG주유소,115900085,16722
송화시장,115900086,16718
약수터,115900089,16637
정은파크빌,115900090,16599
신정초교,115900091,16598
태창아파트,115900092,16597
강남슈퍼,115900093,16594
삼거리,115900094,16593
안골공원,115900096,16589
빨래터세탁소,115900097,16588
SK브로드밴드강서방송,115900098,16900
신정여상,115900099,16899
수명산파크7단지정문,115900100,16898
수정빌딩,115900101,16897
한광고,115900102,16896
화곡유치원,115900103,16894
에이엔케슬,115900104,16892
푸르지오APT,115900105,16890
로미오이발클럽,115900106,16888
화곡보람3차아파트,115900107,16887
청송평화아파트,115900108,16882
마곡.수명산파크3단지,115900109,16879
현대빌라,115900110,16876
아람마트,115900111,16875
마곡.수명산파크2단지,115900112,16873
성심사,115900113,16870
성심사,115900114,16869
새마을금고,115900115,16868
수명산파크1단지,115900116,16867
아람마트,115900117,16864
청송평화아파트,115900118,16863
관음삼성.보람더하임아파트,115900119,16862
현대슈퍼,115900120,16861
롯데2차,115900121,16950
화곡중.고등학교,115900124,16941
현대슈퍼,115900125,16937
수명산파크1단지아파트앞,115900126,16935
수명산파크5단지아파트,115900127,16933
변전소,115900128,16932
수명산파크상가,115900129,16931
기업은행,115900130,16928
수명중.고등학교,115900131,16927
수명산파크7단지정문,115900132,16925
수명산파크7단지상가,115900134,16923
발산역3번출구,115900135,16922
청과시장2,115900137,16917
황제참치,115900139,16915
본동사무소,115900140,16914
강서아파트,115900141,16912
강서구청후문,115900142,16910
강서대학교,115900143,16907
골목시장,115900144,16903
강원슈퍼,115900146,16994
등촌주공8단지,115900147,16986
강서농수산물도매시장종점,115900148,16976
태창아파트,115900149,16971
동우아트빌,115900150,16970
등촌5단지,115900151,16967
등촌미주.진로아파트,115900152,16965
등촌10단지,115900153,16964
등촌7단지,115900154,16963
서광아파트,115900155,16961
강서구청입구,115900156,16960
공영주차장,115900157,16958
방화동삼익아파트,115900158,16957
롯데3차APT,115900159,16956
방화3동주민센터,115900160,16955
강서구민회관,115900161,16954
발산어린이집,115900163,16952
벽산아파트,115900164,16568
새마을금고,115900166,16514
삼천리아파트,115900168,16721
등촌3동성당사거리,115900171,16966
등촌동주공9단지,115900172,16977
등촌주공9단지,115900173,16978
등촌동주공8단지,115900174,16979
화곡유치원,115900175,16533
대영마트,115900178,16560
대영마트,115900179,16677
대통마트,115900180,16858
골목시장,115900181,16521
SK브로드밴드강서방송,115900182,16526
콘티넨탈호텔,115900183,16918
NC백화점앞,115900184,16499
공원앞,115900189,16968
발산역.NC백화점,115900190,16969
마곡수명산파크3단지.4단지,115900191,16885
서울자동차학원,115900192,16905
발산초등학교,115900193,16939
마곡수명산파크5단지.6단지,115900194,16929
송화시장,115900195,16943
우장산월드메르디앙아파트,115900198,16591
강서노인회관,115900199,16948
우장산월드메르디앙아파트,115900200,16946
강서농수산물도매시장,115900201,16975
방화4단지,115900202,16512
방화3동주민센터,115900203,16517
생태공원,115900204,16962
강서면허시험장,115900205,16920
우성아파트앞,115900206,16495
봉제산정상,115900207,16497
우성아파트,115900208,16496
신광명마을,115900209,16490
수명중고등학교,115900210,16491
마곡.수명산파크4단지,115900211,16492
한마음아파트,115900212,16494
변전소,115900213,16940
약수터,115900214,16489
국민약국,115900215,16487
대통마트,115900216,16486
주영렉스빌,115900217,16485
공작세탁소,115900218,16484
주영렉스빌,115900219,16488
빨래세탁소,115900220,16483
개나리슈퍼,115900221,16482
화곡탑건진선미아파트,115900222,16481
까치시장,115900223,16480
까치산역4번출구,115900224,16479
화곡전화국,115900225,16478
은창아파트,115900226,16477
삼성아파트,115900227,16476
곰달래아파트,115900228,16475
중앙하이츠빌라,115900229,16474
곰달래약국,115900230,16473
대통마트,115900231,16463
강원슈퍼,115900232,16464
화곡보람3차아파트,115900233,16465
에이엔케슬,115900234,16466
한광고,115900235,16467
신정여상,115900236,16468
명지해드는터아파트,115900237,16469
동우아트빌,115900238,16470
미주아파트,115900239,16471
방송인아파트,115900240,16472
염창동주민센터,115900241,16462
마곡역,115900242,16635
마곡엠밸리7단지앞,115900243,16504
강서세무서.공항초교,115900244,16528
다솔마을,115900245,16532
한서고등학교.보람아파트,115900246,16540
방신시장.LG베스트샵,115900247,16545
방화동동부센트레빌아파트,115900248,16592
프라임마트,115900249,16595
마곡한솔솔파크,115900250,16601
길훈아파트,115900251,16603
마곡중학교,115900252,16604
마곡엠밸리1단지,115900253,16615
마곡나루역,115900254,16616
마곡역,115900255,16626
마곡역2번출구,115900256,16621
강서세무서.공항초교,115900257,16622
강서세무서,115900258,16623
마곡엠밸리7단지입구,115900259,16624
마곡엠밸리7단지,115900260,16625
마곡엠밸리3단지입구,115900261,16627
마곡중학교정문,115900262,16628
길훈아파트,115900263,16629
마곡한솔솔파크,115900264,16630
프라임마트,115900265,16631
방화동동부센트레빌아파트,115900266,16632
방신시장,115900267,16633
한서고등학교.보람아파트,115900268,16634
동아1.2차아파트,115900269,16636
동아1.2차아파트,115900270,16638
마곡13단지힐스테이트후문,115900271,16402
공진초등학교,115900272,16403
마곡엠밸리14단지,115900273,16534
마곡엠밸리14단지,115900274,16539
마곡엠밸리11.12단지상가,115900275,16546
마곡13단지힐스테이트상가,115900276,16549
마곡13단지힐스테이트후문,115900277,16559
백연공원,115900278,16908
하나마트,115900279,16909
